user_id,age,sex,education,primary_source_of_income,sum_of_monthly_installments,sum_of_monthly_expenses,country,signup_date,risk_score
U12658,36,Female,Bachelor,Business,792.27,533.04,Finland,2022-11-09,0.654472128275939
U12659,72,Other,PhD,Employment,50.0,1988.4,Finland,2020-08-23,0.6307129480429725
U12660,55,Female,None,Retirement,186.92,138.41,France,2022-04-18,0.48886055543544965
U12661,52,Other,Master,Student Aid,196.9,958.82,Sweden,2024-08-13,0.2975738692506581
U12662,33,Other,None,Retirement,300.86,3054.91,Austria,2021-03-22,0.5899338566450315
U12663,39,Female,PhD,Student Aid,618.77,31.77,Belgium,2023-11-19,0.677271491863715
U12664,69,Male,PhD,Student Aid,979.02,1878.63,Portugal,2023-12-05,0.5631043504563913
U12665,64,Other,None,Business,269.99,663.42,Sweden,2022-08-05,0.7893197019182343
U12666,71,Male,High School,Retirement,464.74,657.07,Netherlands,2025-03-20,0.4252175400204284
U12667,33,Female,PhD,Savings,224.68,4.48,Austria,2023-09-18,0.3227349171310432
U12668,71,Other,None,Student Aid,1440.0,2539.71,Czech Republic,2020-07-18,0.46659580873821926
U12669,71,Male,PhD,Unemployment,799.72,2159.9,Belgium,2021-09-12,0.873341374730453
U12670,28,Male,PhD,Retirement,166.11,845.44,Finland,2024-08-29,0.3388854246684785
U12671,41,Other,High School,Employment,130.5,58.54,Netherlands,2021-09-19,0.31975630497844776
U12672,69,Other,Bachelor,Savings,66.82,3130.87,Spain,2022-11-10,0.6879780872294685
U12673,46,Other,None,Employment,143.23,296.15,Netherlands,2024-10-05,0.4185510536206719
U12674,38,Male,Master,Business,286.6,247.39,Sweden,2021-12-28,0.30986448145931494
U12675,27,Male,Bachelor,Retirement,84.5,1732.35,Portugal,2025-02-18,0.5347676108664998
U12676,57,Female,High School,Business,1314.5,1616.06,Czech Republic,2021-06-28,0.6817130090900169
U12677,24,Female,None,Student Aid,101.35,1560.62,Belgium,2021-05-29,0.5674984522383255
U12678,45,Other,PhD,Unemployment,147.45,1457.23,Finland,2023-02-20,0.30360557900296603
U12679,53,Male,None,Unemployment,171.56,1096.07,Italy,2020-10-05,0.3835119989801825
U12680,53,Female,Master,Student Aid,219.21,2364.73,Austria,2021-01-26,0.3122122540864837
U12681,73,Female,High School,Unemployment,119.88,2648.11,Netherlands,2022-12-07,0.44243741425883265
U12682,67,Male,Bachelor,Employment,67.42,392.4,Poland,2021-07-04,0.7747634838448101
U12683,34,Male,None,Retirement,43.89,378.18,France,2023-04-01,0.7415362538812102
U12684,25,Female,Bachelor,Student Aid,312.92,393.56,France,2024-03-16,0.4920706977647074
U12685,65,Female,Master,Student Aid,1270.26,31.81,Spain,2023-09-03,0.4210479367746227
U12686,58,Male,None,Employment,14.3,3798.4,Portugal,2021-09-16,0.6178314038431284
U12687,54,Male,Master,Retirement,17.28,267.21,Sweden,2024-03-21,0.7119607325208153
U12688,31,Female,High School,Savings,6.22,2046.0,Netherlands,2020-04-23,0.5833184228923738
U12689,58,Other,Bachelor,Retirement,837.96,1742.79,Belgium,2021-07-23,0.2659297784117485
U12690,27,Female,Bachelor,Retirement,202.29,2403.69,France,2022-01-03,0.8997790792636167
U12691,41,Female,Bachelor,Unemployment,313.53,1096.27,Portugal,2021-10-07,0.4375591061846975
U12692,23,Female,None,Retirement,174.41,1810.45,Poland,2022-11-13,0.4387430544591184
U12693,34,Female,PhD,Student Aid,378.1,662.18,Netherlands,2022-12-02,0.5070050196908504
U12694,35,Female,PhD,Business,293.31,686.85,Austria,2020-12-26,0.42724515566374294
U12695,32,Female,None,Student Aid,763.24,2848.58,Portugal,2021-11-15,0.48317104331607547
U12696,27,Other,Master,Student Aid,222.9,107.42,Finland,2022-04-24,0.2866439936176777
U12697,63,Male,Master,Employment,313.56,362.1,France,2022-01-12,0.5764978638528996
U12698,70,Male,Master,Student Aid,127.19,221.08,Czech Republic,2024-01-07,0.5187187862535392
U12699,36,Female,PhD,Unemployment,264.59,456.81,Portugal,2021-01-26,0.7069245597500528
U12700,66,Other,High School,Employment,89.25,798.71,Denmark,2022-05-21,0.6183440425716449
U12701,18,Female,Master,Business,269.08,134.64,Ireland,2021-08-12,0.3826329717351128
U12702,45,Male,PhD,Savings,296.93,201.73,Portugal,2025-01-10,0.5143223456819277
U12703,61,Other,Bachelor,Savings,60.07,47.42,Spain,2023-06-27,0.5226884784699046
U12704,34,Other,PhD,Retirement,154.93,493.25,France,2020-05-06,0.468298015481087
U12705,21,Male,None,Unemployment,272.81,650.97,Austria,2024-05-13,0.7076480301717331
U12706,33,Female,None,Savings,656.43,18.51,Sweden,2021-08-29,0.4584166424123323
U12707,39,Male,Bachelor,Employment,245.7,52.99,Ireland,2023-03-27,0.48613849399180137
U12708,73,Male,None,Retirement,242.87,122.3,Spain,2021-02-25,0.6704876218454642
U12709,55,Male,PhD,Employment,135.61,2935.75,Poland,2024-04-22,0.5398645973931744
U12710,55,Other,Master,Employment,121.56,663.77,Netherlands,2024-12-24,0.44450907665919986
U12711,53,Other,High School,Business,114.89,343.69,Spain,2023-08-28,0.33080596956531033
U12712,25,Male,PhD,Savings,228.62,1635.79,Finland,2022-02-10,0.3226216090566437
U12713,21,Female,PhD,Retirement,731.38,610.99,Italy,2024-04-27,0.6567814302888879
U12714,52,Other,None,Retirement,191.34,244.11,Germany,2023-07-04,0.663543759667802
U12715,58,Other,Bachelor,Student Aid,1462.22,971.71,Sweden,2024-03-30,0.685092475713926
U12716,28,Female,PhD,Student Aid,191.13,218.58,Italy,2022-05-15,0.3795916649980527
U12717,30,Female,Bachelor,Savings,263.8,3755.86,Spain,2021-02-12,0.890027898775579
U12718,72,Female,High School,Retirement,208.11,940.19,France,2023-08-08,0.5394994167268237
U12719,63,Other,PhD,Student Aid,124.54,821.98,France,2021-05-25,0.17445023827889355
U12720,32,Male,Master,Employment,425.74,1039.53,Czech Republic,2023-01-05,0.3360199428751
U12721,33,Female,Bachelor,Employment,775.62,211.02,Belgium,2021-06-09,0.43888947032741216
U12722,40,Male,Bachelor,Retirement,306.55,1113.86,Belgium,2023-09-15,0.37655271053139516
U12723,35,Male,High School,Savings,814.71,327.46,Sweden,2023-02-01,0.3841694246145361
U12724,18,Female,None,Unemployment,1292.02,292.65,Italy,2022-09-17,0.2762946335859833
U12725,37,Female,Bachelor,Savings,249.46,2334.2,France,2023-12-01,0.4205615322842539
U12726,19,Other,PhD,Retirement,123.42,3011.25,Sweden,2023-08-27,0.32528901838726054
U12727,34,Male,Bachelor,Student Aid,43.46,42.11,Czech Republic,2024-11-05,0.5058259442971651
U12728,40,Male,Master,Employment,218.95,148.79,Finland,2020-11-29,0.47181606141691207
U12729,22,Other,High School,Unemployment,145.59,198.92,Germany,2023-04-03,0.38356918105237303
U12730,54,Female,High School,Business,370.63,2485.09,Italy,2024-06-16,0.6038012768912269
U12731,61,Other,Bachelor,Employment,436.06,2752.29,Czech Republic,2020-07-13,0.5178684663010171
U12732,27,Female,Master,Retirement,721.39,158.88,Germany,2022-03-10,0.41255646180184896
U12733,28,Other,Master,Business,127.62,6293.55,Belgium,2021-10-26,0.46356949969522376
U12734,37,Other,PhD,Employment,407.97,221.88,Denmark,2022-04-21,0.510293279330377
U12735,38,Male,High School,Student Aid,124.65,1500.89,Sweden,2023-06-11,0.503916687571646
U12736,48,Male,High School,Business,144.95,791.43,Austria,2023-05-21,0.7468214806479014
U12737,34,Other,None,Employment,219.34,363.39,Finland,2023-03-12,0.2322838146301952
U12738,32,Male,High School,Employment,135.42,1120.28,Sweden,2024-07-26,0.5591199858278266
U12739,65,Male,PhD,Unemployment,212.64,852.78,Finland,2020-04-25,0.7458544116812729
U12740,18,Other,PhD,Unemployment,39.09,1237.37,Austria,2023-09-10,0.6526492865528226
U12741,50,Female,PhD,Business,326.45,2763.2,Ireland,2020-12-17,0.6807409180287357
U12742,63,Female,Master,Unemployment,132.47,509.96,Belgium,2022-04-05,0.5868200764770014
U12743,21,Female,Master,Retirement,201.13,193.46,Spain,2021-06-23,0.3895660068957407
U12744,54,Female,None,Employment,1.26,379.25,Italy,2024-07-22,0.49162862319066736
U12745,20,Female,None,Employment,141.61,2997.93,Sweden,2021-11-26,0.6786819094609258
U12746,44,Female,Master,Business,328.89,341.9,Netherlands,2020-09-05,0.4861138914093748
U12747,20,Other,High School,Employment,89.79,1285.18,Poland,2022-02-06,0.4794079085695097
U12748,50,Male,PhD,Savings,436.27,1271.06,Italy,2022-11-15,0.22286057821169752
U12749,37,Other,Master,Retirement,492.73,1295.93,Italy,2024-01-03,0.2811383230573138
U12750,69,Male,High School,Savings,110.86,2122.69,Sweden,2021-02-03,0.2929356476000897
U12751,60,Other,Bachelor,Business,211.52,663.46,Finland,2023-03-12,0.4028171108985169
U12752,49,Male,Bachelor,Student Aid,589.08,77.93,Germany,2023-07-28,0.44251708325579475
U12753,45,Male,Master,Student Aid,15.67,200.86,Finland,2021-10-31,0.5915244653272067
U12754,50,Male,Master,Student Aid,245.99,2826.44,Czech Republic,2023-12-04,0.6491295379755735
U12755,71,Female,Master,Student Aid,47.15,103.68,Portugal,2021-08-02,0.4553202198161673
U12756,33,Male,PhD,Employment,518.05,2270.38,France,2022-09-23,0.6327724981916709
U12757,24,Female,Master,Employment,607.38,465.79,Belgium,2022-12-13,0.6308858190981025
U12758,42,Male,PhD,Employment,467.43,1013.71,Belgium,2023-08-05,0.6817264098496334
U12759,45,Female,Master,Student Aid,315.73,15.63,Germany,2024-05-23,0.6713622323775467
U12760,56,Female,High School,Student Aid,664.83,992.94,Ireland,2020-08-07,0.5976483329811983
U12761,21,Female,Master,Savings,969.37,316.86,Austria,2022-07-10,0.5596029293562187
U12762,46,Female,Bachelor,Employment,28.35,220.73,Belgium,2023-11-22,0.498556747552683
U12763,50,Female,None,Business,675.5,3479.31,Finland,2021-10-30,0.5945287320579019
U12764,60,Female,Bachelor,Unemployment,157.08,1314.95,Finland,2021-09-11,0.46792312398732067
U12765,54,Other,PhD,Business,236.95,727.22,Poland,2023-09-10,0.4021258350393122
U12766,32,Male,None,Retirement,2027.75,334.46,Poland,2024-09-14,0.5292742554648019
U12767,22,Female,None,Retirement,371.16,5966.51,Ireland,2021-03-17,0.5532435168646842
U12768,29,Female,Bachelor,Retirement,431.29,512.41,France,2024-04-04,0.26330397548616835
U12769,28,Other,High School,Business,220.79,964.21,Italy,2021-01-02,0.47337888673815265
U12770,50,Other,Master,Savings,92.75,416.98,Sweden,2023-04-01,0.3810390774207656
U12771,23,Male,PhD,Unemployment,442.69,740.0,Portugal,2021-03-02,0.7567231707278723
U12772,25,Male,Bachelor,Retirement,988.0,2606.97,Czech Republic,2023-09-29,0.4070679331494391
U12773,27,Male,None,Retirement,256.23,165.47,Czech Republic,2020-05-28,0.4588009803565244
U12774,52,Other,None,Employment,177.38,1912.65,Sweden,2021-09-02,0.678138421074636
U12775,57,Other,None,Retirement,153.45,191.5,Ireland,2023-01-07,0.25391466995476203
U12776,39,Other,Master,Employment,1147.68,1335.69,Belgium,2021-05-25,0.3603498716838808
U12777,35,Other,Master,Savings,421.78,369.46,Sweden,2025-03-11,0.01831720843423018
U12778,35,Male,None,Retirement,97.57,247.0,Netherlands,2024-08-13,0.43551775453465247
U12779,33,Female,Master,Retirement,87.74,1976.55,Belgium,2023-07-28,0.38948624654231584
U12780,69,Female,Master,Business,26.78,2073.8,Italy,2024-03-03,0.5291667828512181
U12781,46,Other,High School,Employment,180.79,614.09,Spain,2020-05-27,0.6668851675169462
U12782,37,Male,Master,Business,363.76,40.04,Spain,2024-06-09,0.5501779069927369
U12783,38,Male,None,Unemployment,331.01,1248.95,Austria,2023-09-21,0.258192344797766
U12784,54,Other,Master,Retirement,184.66,916.29,Spain,2023-11-24,0.5176081838979638
U12785,19,Female,High School,Employment,113.91,2122.53,Czech Republic,2020-10-07,0.890241500439577
U12786,54,Other,PhD,Unemployment,160.63,2132.95,Sweden,2022-11-18,1.0
U12787,38,Other,Master,Employment,862.52,132.6,Germany,2023-12-02,0.6527231230359128
U12788,49,Other,Master,Unemployment,341.42,111.58,Austria,2022-07-03,0.6572061608393355
U12789,25,Male,None,Student Aid,136.09,663.58,Portugal,2021-04-16,0.2904446191062395
U12790,46,Male,PhD,Unemployment,198.39,147.31,France,2024-02-18,0.5403679802627677
U12791,71,Other,Master,Employment,20.95,106.89,Finland,2024-07-28,0.655082659936445
U12792,37,Male,None,Student Aid,38.22,2408.07,Poland,2023-06-23,0.47423097889170385
U12793,35,Male,Master,Student Aid,468.46,303.96,Germany,2024-05-01,0.6223241780333233
U12794,20,Female,PhD,Student Aid,464.47,2499.49,Poland,2023-02-26,0.4304821788954821
U12795,49,Other,PhD,Business,2.9,339.13,Spain,2024-11-08,0.5041013995468937
U12796,24,Other,PhD,Employment,403.56,211.02,Denmark,2023-05-29,0.3850511107220745
U12797,45,Male,High School,Unemployment,147.5,418.57,Germany,2021-04-02,0.7113225599583939
U12798,64,Male,Master,Employment,41.4,14.06,Finland,2021-10-28,0.4313838633835326
U12799,34,Female,None,Savings,601.48,313.83,France,2023-11-29,0.4635662149524219
U12800,64,Other,High School,Unemployment,743.5,2438.63,Spain,2024-10-28,0.7905032648656335
U12801,22,Female,PhD,Retirement,83.33,954.13,Ireland,2023-07-26,0.6327135537667516
U12802,29,Male,PhD,Retirement,56.51,1601.97,Spain,2020-12-25,0.41043412900905774
U12803,52,Other,Bachelor,Student Aid,280.13,332.73,Czech Republic,2021-08-01,0.4006780772120825
U12804,58,Other,Bachelor,Business,213.28,63.42,Portugal,2020-05-12,0.2850741955772933
U12805,35,Other,PhD,Unemployment,156.51,418.41,Denmark,2023-03-04,0.2401373971210201
U12806,36,Other,Master,Employment,99.3,90.73,Netherlands,2022-07-01,0.4177431925221411
U12807,60,Other,High School,Unemployment,313.57,423.47,Belgium,2021-12-25,0.43254008066322314
U12808,27,Other,None,Employment,179.63,50.79,Netherlands,2024-09-06,0.5341929107017022
U12809,48,Female,PhD,Employment,61.03,682.07,Finland,2024-03-04,0.6128159858529048
U12810,74,Female,Master,Unemployment,130.44,4.59,Denmark,2024-01-02,0.6124751210436972
U12811,33,Female,High School,Unemployment,311.21,1.39,Belgium,2020-09-18,0.42759097868314044
U12812,30,Other,None,Retirement,471.94,1687.33,Poland,2024-04-03,0.5587169354561465
U12813,49,Other,Bachelor,Unemployment,209.21,886.18,Finland,2022-09-13,0.4273225386361855
U12814,30,Male,PhD,Retirement,320.16,143.93,Belgium,2020-08-22,0.27956446867632584
U12815,45,Other,High School,Retirement,90.39,653.24,Sweden,2021-05-03,0.6054779138233428
U12816,46,Female,Master,Employment,198.09,2836.82,Finland,2024-06-20,0.4800366010810923
U12817,33,Female,High School,Employment,724.1,447.58,Italy,2024-03-20,0.46409049678267633
U12818,25,Male,None,Retirement,105.1,2429.23,Belgium,2023-06-05,0.2607499923872054
U12819,38,Male,Bachelor,Business,215.65,182.11,Spain,2020-09-23,0.6651576896919582
U12820,65,Female,High School,Savings,141.37,2882.12,France,2023-06-12,0.7212730498920903
U12821,49,Female,PhD,Savings,358.7,2619.57,Belgium,2022-06-13,0.29340414411405247
U12822,64,Male,None,Business,27.39,714.44,Germany,2023-12-04,0.9482500263196221
U12823,62,Male,PhD,Savings,576.8,831.24,Austria,2023-03-05,0.4268564695975882
U12824,67,Other,Master,Savings,131.7,1099.76,Ireland,2022-10-28,0.6003526535817738
U12825,63,Other,PhD,Savings,111.26,4320.9,Austria,2020-07-03,0.47409819379778084
U12826,67,Other,Master,Savings,395.18,1284.93,Austria,2024-12-02,0.6911240587030296
U12827,18,Other,None,Student Aid,301.51,1187.38,Sweden,2022-07-30,0.4051859940059144
U12828,21,Female,Bachelor,Employment,157.4,549.62,Sweden,2021-10-28,0.34943227535009846
U12829,59,Female,Bachelor,Employment,87.38,68.08,Netherlands,2022-10-19,0.4276982122811048
U12830,74,Male,PhD,Student Aid,893.23,845.59,Poland,2023-05-04,0.7148055842836258
U12831,51,Female,Bachelor,Unemployment,167.44,498.19,Sweden,2023-11-07,0.4013814401178972
U12832,36,Male,Bachelor,Retirement,408.46,1515.49,Ireland,2020-06-14,0.3874679270931812
U12833,47,Other,High School,Unemployment,33.01,1572.72,Spain,2024-02-08,0.40169343969904536
U12834,43,Male,Bachelor,Employment,117.87,3980.58,Germany,2023-01-24,0.6147812782797655
U12835,56,Male,PhD,Retirement,140.6,1802.65,Belgium,2022-11-01,0.5953719545609739
U12836,69,Other,High School,Employment,148.93,288.56,Austria,2020-08-09,0.41268305082780493
U12837,41,Female,Bachelor,Employment,285.63,268.19,Portugal,2021-04-02,0.5152636118429806
U12838,38,Other,High School,Savings,727.76,97.45,Ireland,2023-05-05,0.3261240078141523
U12839,34,Other,PhD,Business,777.93,1424.8,Austria,2020-08-12,0.7268058221141047
U12840,47,Other,High School,Savings,39.02,737.05,Netherlands,2024-10-27,0.6913847741143567
U12841,71,Other,Master,Business,403.13,655.49,Portugal,2023-09-03,0.5537454179913852
U12842,63,Female,High School,Unemployment,1210.03,220.19,Portugal,2022-06-02,0.5942743544489274
U12843,60,Male,Bachelor,Business,16.13,256.71,Poland,2021-10-17,0.5829209705790329
U12844,22,Female,Bachelor,Retirement,11.72,1237.02,Belgium,2021-01-07,0.5346054749038524
U12845,49,Female,Bachelor,Student Aid,174.4,224.73,Finland,2024-11-08,0.4911446746496783
U12846,29,Female,PhD,Unemployment,199.54,42.17,Netherlands,2021-02-08,0.5280353089310155
U12847,29,Female,None,Student Aid,95.55,4067.83,Spain,2021-05-17,0.5976754545119286
U12848,62,Male,None,Savings,50.29,26.79,Spain,2021-07-14,0.2787928784981054
U12849,23,Male,High School,Retirement,202.95,482.23,Poland,2024-07-02,0.6380588749207051
U12850,22,Other,High School,Business,14.19,128.82,Ireland,2023-12-21,0.7198075953845016
U12851,22,Other,Bachelor,Unemployment,620.13,942.22,Italy,2022-08-22,0.5490336351462716
U12852,22,Male,Bachelor,Business,61.48,397.84,Spain,2023-03-30,0.24160124452193998
U12853,31,Other,Bachelor,Student Aid,279.3,846.37,Austria,2024-03-14,0.35069319707952307
U12854,29,Female,PhD,Business,473.56,481.81,Finland,2022-05-19,0.5986930339147192
U12855,52,Female,Bachelor,Student Aid,20.99,2051.95,Finland,2024-10-03,0.5709888135680439
U12856,51,Male,Master,Unemployment,168.91,4385.96,Germany,2025-02-22,0.5057619144303372
U12857,24,Male,None,Savings,279.86,628.24,Finland,2024-03-15,0.2122659367049996
U12858,41,Male,High School,Business,79.11,235.27,Ireland,2020-08-25,0.5491480677908902
U12859,18,Other,High School,Student Aid,228.03,479.82,Ireland,2020-12-14,0.47401038138434787
U12860,33,Female,None,Retirement,173.56,623.03,Czech Republic,2023-01-30,0.584167534371799
U12861,65,Other,PhD,Business,338.91,1446.04,Denmark,2023-06-23,0.3462461655057346
U12862,71,Male,None,Retirement,47.96,3336.42,Italy,2020-08-17,0.5639451371671346
U12863,39,Other,High School,Student Aid,242.79,360.94,Germany,2021-07-20,0.43996132662460996
U12864,39,Male,Bachelor,Savings,10.2,2521.32,Portugal,2021-03-01,0.6925401601380986
U12865,32,Male,PhD,Unemployment,54.95,387.79,Portugal,2023-07-21,0.7305629729651615
U12866,47,Other,High School,Business,251.32,679.11,Denmark,2024-08-30,0.096833899783829
U12867,74,Female,PhD,Unemployment,11.52,1141.71,Belgium,2020-12-21,0.8936571350698022
U12868,63,Male,PhD,Student Aid,1055.17,3143.56,Finland,2023-03-06,0.4836704272098795
U12869,63,Other,Master,Unemployment,251.38,455.37,France,2022-11-15,0.6162852004075052
U12870,24,Other,High School,Student Aid,614.93,1670.7,Italy,2023-11-24,0.6247878824867318
U12871,66,Male,PhD,Retirement,126.14,1189.89,Sweden,2023-09-18,0.3734713248540783
U12872,35,Other,Master,Retirement,127.15,1009.23,Poland,2020-06-29,0.3485602636112629
U12873,20,Male,Bachelor,Student Aid,249.84,995.78,Austria,2021-11-13,0.5244861079685712
U12874,74,Other,High School,Student Aid,284.26,2200.85,France,2022-06-28,0.42730663520455603
U12875,69,Other,None,Retirement,82.48,237.46,Poland,2020-12-23,0.2870826158250265
U12876,36,Male,PhD,Retirement,216.76,1424.75,Italy,2023-12-28,0.6138369980018011
